Full Name,Year,Type of Publication,Title,List of Coauthors,Num of Coauthors,Venue,CORE Rank
Luu Anh Tuan,2023,Informal Publication,Zero-Shot Text Classification via Self-Supervised Tuning.,"['Chaoqun Liu', 'Wenxuan Zhang', 'Guizhen Chen', 'Xiaobao Wu', 'Chip-Hong Chang', 'Lidong Bing', 'Luu Anh Tuan']",7,CoRR,Unknown
Luu Anh Tuan,2023,Informal Publication,Gradient-Boosted Decision Tree for Listwise Context Model in Multimodal Review Helpfulness Prediction.,"['Thong Nguyen', 'Xiaobao Wu', 'Xinshuai Dong', 'Cong-Duy Nguyen', 'Zhen Hai', 'Lidong Bing', 'Luu Anh Tuan']",7,CoRR,Unknown
Luu Anh Tuan,2023,Informal Publication,Fact-Checking Complex Claims with Program-Guided Reasoning.,"['Liangming Pan', 'Xiaobao Wu', 'Xinyuan Lu', 'William Yang Wang', 'Min-Yen Kan', 'Preslav Nakov', 'Luu Anh Tuan']",7,CoRR,Unknown
Luu Anh Tuan,2023,Informal Publication,Jointprop: Joint Semi-supervised Learning for Entity and Relation Extraction with Heterogeneous Graph-based Propagation.,"['Yandan Zheng', 'Anran Hao', 'Luu Anh Tuan']",3,CoRR,Unknown
Luu Anh Tuan,2023,Informal Publication,Effective Neural Topic Modeling with Embedding Clustering Regularization.,"['Xiaobao Wu', 'Xinshuai Dong', 'Thong Nguyen', 'Luu Anh Tuan']",4,CoRR,Unknown
Luu Anh Tuan,2023,Informal Publication,Unlocking the Potential of User Feedback: Leveraging Large Language Model as User Simulator to Enhance Dialogue System.,"['Zhiyuan Hu', 'Yue Feng', 'Bryan Hooi', 'Aldo Lipani', 'Luu Anh Tuan']",5,CoRR,Unknown
Luu Anh Tuan,2023,Informal Publication,Siren's Song in the AI Ocean: A Survey on Hallucination in Large Language Models.,"['Yue Zhang', 'Yafu Li', 'Leyang Cui', 'Deng Cai', 'Lemao Liu', 'Tingchen Fu', 'Xinting Huang', 'Enbo Zhao', 'Yu Zhang', 'Yulong Chen', 'Longyue Wang', 'Wei Bi', 'Freda Shi', 'Shuming Shi', 'Luu Anh Tuan']",15,CoRR,Unknown
Luu Anh Tuan,2023,Informal Publication,Towards the TopMost: A Topic Modeling System Toolkit.,"['Xiaobao Wu', 'Fengjun Pan', 'Luu Anh Tuan']",3,CoRR,Unknown
Luu Anh Tuan,2023,Informal Publication,Enhancing Large Language Model Induced Task-Oriented Dialogue Systems Through Look-Forward Motivated Goals.,"['Zhiyuan Hu', 'Yue Feng', 'Yang Deng', 'Zekun Li', 'See-Kiong Ng', 'Bryan Hooi', 'Luu Anh Tuan']",7,CoRR,Unknown
Luu Anh Tuan,2023,Informal Publication,Rethinking Negative Pairs in Code Search.,"['Haochen Li', 'Xin Zhou', 'Miao Chun Yan']",3,CoRR,Unknown
Luu Anh Tuan,2023,Informal Publication,From Static to Dynamic: A Continual Learning Framework for Large Language Models.,"['Mingzhe Du', 'Bin Ji', 'See-Kiong Ng', 'Luu Anh Tuan']",4,CoRR,Unknown
Luu Anh Tuan,2022,Conference Paper,Improving Neural Cross-Lingual Abstractive Summarization via Employing Optimal Transport Distance for Knowledge Distillation.,"['Thong Thanh Nguyen', 'Luu Anh Tuan']",2,AAAI,B
Luu Anh Tuan,2022,Conference Paper,Is Discourse Role Important for Emotion Recognition in Conversation?,"['Donovan Ong', 'Jian Su', 'Bin Chen', 'Ashok Narendranath', 'Yue Li', 'Shuqi Sun', 'Yingzhan Lin', 'Haifeng Wang', 'Luu Anh Tuan']",9,AAAI,B
Luu Anh Tuan,2022,Conference Paper,Mitigating Data Sparsity for Short Text Topic Modeling by Topic-Semantic Contrastive Learning.,"['Xiaobao Wu', 'Xinshuai Dong', 'Luu Anh Tuan']",3,EMNLP,A*
Luu Anh Tuan,2022,Conference Paper,Textual Manifold-based Defense Against Natural Language Adversarial Examples.,"['Dang Nguyen Minh', 'Luu Anh Tuan']",2,EMNLP,A*
Luu Anh Tuan,2022,Conference Paper,Adaptive Contrastive Learning on Multimodal Transformer for Review Helpfulness Prediction.,"['Thong Nguyen', 'Xiaobao Wu', 'Zhen Hai', 'Lidong Bing', 'Luu Anh Tuan']",5,EMNLP,A*
Luu Anh Tuan,2022,Conference Paper,Graph Neural Networks with Learnable Structural and Positional Representations.,"['Vijay Prakash Dwivedi', 'Thomas Laurent', 'Yoshua Bengio', 'Xavier Bresson', 'Luu Anh Tuan']",5,ICLR,A*
Luu Anh Tuan,2022,Conference Paper,Certified Robustness Against Natural Language Attacks by Causal Intervention.,"['Haiteng Zhao', 'Chang Ma', 'Xinshuai Dong', 'Zhi-Hong Deng', 'Luu Anh Tuan', 'Zhang Hanwang']",6,ICML,A*
Luu Anh Tuan,2022,Conference Paper,Audio-Visual Domain Adaptation Feature Fusion for Speech Emotion Recognition.,"['Jie Wei', 'Guanyu Hu', 'Xinyu Yang', 'Yizhuo Dong', 'Luu Anh Tuan']",5,INTERSPEECH,A
Luu Anh Tuan,2022,Conference Paper,Long Range Graph Benchmark.,"['Vijay Prakash Dwivedi', 'Ladislav Rampásek', 'Michael Galkin', 'Ali Parviz', 'Guy Wolf', 'Dominique Beaini', 'Luu Anh Tuan']",7,NeurIPS,A*
Luu Anh Tuan,2022,Conference Paper,"Recipe for a General, Powerful, Scalable Graph Transformer.","['Ladislav Rampásek', 'Michael Galkin', 'Vijay Prakash Dwivedi', 'Guy Wolf', 'Dominique Beaini', 'Luu Anh Tuan']",6,NeurIPS,A*
Luu Anh Tuan,2022,Informal Publication,Certified Robustness Against Natural Language Attacks by Causal Intervention.,"['Haiteng Zhao', 'Chang Ma', 'Xinshuai Dong', 'Zhi-Hong Deng', 'Luu Anh Tuan', 'Zhang Hanwang']",6,CoRR,Unknown
Luu Anh Tuan,2022,Informal Publication,"Recipe for a General, Powerful, Scalable Graph Transformer.","['Ladislav Rampásek', 'Mikhail Galkin', 'Vijay Prakash Dwivedi', 'Guy Wolf', 'Dominique Beaini', 'Luu Anh Tuan']",6,CoRR,Unknown
Luu Anh Tuan,2022,Informal Publication,Long Range Graph Benchmark.,"['Vijay Prakash Dwivedi', 'Ladislav Rampásek', 'Mikhail Galkin', 'Ali Parviz', 'Guy Wolf', 'Dominique Beaini', 'Luu Anh Tuan']",7,CoRR,Unknown
Luu Anh Tuan,2022,Informal Publication,Vision-and-Language Pretraining.,"['Thong Nguyen', 'Cong-Duy Nguyen', 'Xiaobao Wu', 'Luu Anh Tuan']",4,CoRR,Unknown
Luu Anh Tuan,2022,Informal Publication,Textual Manifold-based Defense Against Natural Language Adversarial Examples.,['Dang Minh Nguyen'],1,CoRR,Unknown
Luu Anh Tuan,2022,Informal Publication,Adaptive Contrastive Learning on Multimodal Transformer for Review Helpfulness Predictions.,"['Thong Nguyen', 'Xiaobao Wu', 'Cong-Duy Nguyen', 'Zhen Hai', 'Lidong Bing', 'Luu Anh Tuan']",6,CoRR,Unknown
Luu Anh Tuan,2022,Informal Publication,How to train your draGAN: A task oriented solution to imbalanced classification.,"['Leon O. Guertler', 'Andri Ashfahani', 'Luu Anh Tuan']",3,CoRR,Unknown
Luu Anh Tuan,2022,Informal Publication,Mitigating Data Sparsity for Short Text Topic Modeling by Topic-Semantic Contrastive Learning.,"['Xiaobao Wu', 'Xinshuai Dong', 'Luu Anh Tuan']",3,CoRR,Unknown
Luu Anh Tuan,2021,Conference Paper,Enriching and Controlling Global Semantics for Text Summarization.,"['Thong Nguyen', 'Truc Lu', 'Tho Quan', 'Luu Anh Tuan']",4,EMNLP (1),Unknown
Luu Anh Tuan,2021,Conference Paper,Towards Robustness Against Natural Language Word Substitutions.,"['Xinshuai Dong', 'Rongrong Ji', 'Hong Liu', 'Luu Anh Tuan']",4,ICLR,A*
Luu Anh Tuan,2021,Conference Paper,Beyond Fully-Connected Layers with Quaternions: Parameterization of Hypercomplex Multiplications with 1/n Parameters.,"['Aston Zhang', 'Yi Tay', 'Shuai Zhang', 'Alvin Chan', 'Jie Fu', 'Hui Siu Cheung', 'Luu Anh Tuan']",7,ICLR,A*
Luu Anh Tuan,2021,Conference Paper,How Should Pre-Trained Language Models Be Fine-Tuned Towards Adversarial Robustness?,"['Xinshuai Dong', 'Min Lin', 'Shuicheng Yan', 'Luu Anh Tuan', 'Zhang Hanwang']",5,NeurIPS,A*
Luu Anh Tuan,2021,Conference Paper,Contrastive Learning for Neural Topic Model.,"['Thong Nguyen', 'Luu Anh Tuan']",2,NeurIPS,A*
Luu Anh Tuan,2021,Informal Publication,Beyond Fully-Connected Layers with Quaternions: Parameterization of Hypercomplex Multiplications with 1/n Parameters.,"['Aston Zhang', 'Yi Tay', 'Shuai Zhang', 'Alvin Chan', 'Jie Fu', 'Hui Siu Cheung', 'Luu Anh Tuan']",7,CoRR,Unknown
Luu Anh Tuan,2021,Informal Publication,Towards Robustness Against Natural Language Word Substitutions.,"['Xinshuai Dong', 'Rongrong Ji', 'Hong Liu', 'Luu Anh Tuan']",4,CoRR,Unknown
Luu Anh Tuan,2021,Informal Publication,Enriching and Controlling Global Semantics for Text Summarization.,"['Thong Nguyen', 'Truc Lu', 'Tho Quan', 'Luu Anh Tuan']",4,CoRR,Unknown
Luu Anh Tuan,2021,Informal Publication,Graph Neural Networks with Learnable Structural and Positional Representations.,"['Vijay Prakash Dwivedi', 'Thomas Laurent', 'Yoshua Bengio', 'Xavier Bresson', 'Luu Anh Tuan']",5,CoRR,Unknown
Luu Anh Tuan,2021,Informal Publication,Contrastive Learning for Neural Topic Model.,"['Thong Nguyen', 'Luu Anh Tuan']",2,CoRR,Unknown
Luu Anh Tuan,2021,Informal Publication,Improving Neural Cross-Lingual Summarization via Employing Optimal Transport Distance for Knowledge Distillation.,['Thong Nguyen'],1,CoRR,Unknown
Luu Anh Tuan,2021,Informal Publication,How Should Pre-Trained Language Models Be Fine-Tuned Towards Adversarial Robustness?,"['Xinshuai Dong', 'Min Lin', 'Shuicheng Yan', 'Zhang Hanwang']",4,CoRR,Unknown
Luu Anh Tuan,2020,Journal Article,Holistic Multi-Modal Memory Network for Movie Question Answering.,"['Anran Wang', 'Chuan-Sheng Foo', 'Hongyuan Zhu', 'Yi Tay', 'Vijay Chandrasekhar', 'Luu Anh Tuan']",6,IEEE Trans. Image Process.,Unknown
Luu Anh Tuan,2020,Conference Paper,Capturing Greater Context for Question Generation.,"['Darsh J. Shah', 'Regina Barzilay']",2,AAAI,B
Luu Anh Tuan,2020,Conference Paper,Would you Rather? A New Benchmark for Learning Machine Alignment with Cultural Values and Social Preferences.,"['Yi Tay', 'Donovan Ong', 'Jie Fu', 'Alvin Chan', 'Nancy Chen', 'Chris Pal', 'Luu Anh Tuan']",7,ACL,A*
Luu Anh Tuan,2019,Conference Paper,Holographic Factorization Machines for Recommendation.,"['Yi Tay', 'Shuai Zhang', 'Lina Yao', 'Tran Dang Quang Vinh', 'Hui Siu Cheung', 'Luu Anh Tuan']",6,AAAI,B
Luu Anh Tuan,2019,Conference Paper,Lightweight and Efficient Neural Natural Language Processing with Quaternion Networks.,"['Yi Tay', 'Aston Zhang', 'Jinfeng Rao', 'Shuai Zhang', 'Shuohang Wang', 'Jie Fu', 'Hui Siu Cheung', 'Luu Anh Tuan']",8,ACL (1),Unknown
Luu Anh Tuan,2019,Conference Paper,Simple and Effective Curriculum Pointer-Generator Networks for Reading Comprehension over Long Narratives.,"['Yi Tay', 'Shuohang Wang', 'Jie Fu', 'Minh C. Phan', 'Xingdi Yuan', 'Jinfeng Rao', 'Aston Zhang', 'Hui Siu Cheung', 'Luu Anh Tuan']",9,ACL (1),Unknown
Luu Anh Tuan,2019,Conference Paper,Compositional De-Attention Networks.,"['Yi Tay', 'Aston Zhang', 'Shuohang Wang', 'Hui Siu Cheung', 'Luu Anh Tuan']",5,NeurIPS,A*
Luu Anh Tuan,2019,Informal Publication,Simple and Effective Curriculum Pointer-Generator Networks for Reading Comprehension over Long Narratives.,"['Yi Tay', 'Shuohang Wang', 'Jie Fu', 'Minh C. Phan', 'Xingdi Yuan', 'Jinfeng Rao', 'Aston Zhang', 'Hui Siu Cheung']",8,CoRR,Unknown
Luu Anh Tuan,2019,Informal Publication,Lightweight and Efficient Neural Natural Language Processing with Quaternion Networks.,"['Yi Tay', 'Aston Zhang', 'Jinfeng Rao', 'Shuai Zhang', 'Shuohang Wang', 'Jie Fu', 'Hui Siu Cheung']",7,CoRR,Unknown
Luu Anh Tuan,2019,Informal Publication,Capturing Greater Context for Question Generation.,"['Darsh J. Shah', 'Regina Barzilay']",2,CoRR,Unknown
Luu Anh Tuan,2018,Journal Article,Personalized question recommendation for English grammar learning.,"['Lanting Fang', 'Lenan Wu', 'Hui Siu Cheung']",3,Expert Syst. J. Knowl. Eng.,Unknown
Luu Anh Tuan,2018,Journal Article,Syntactic based approach for grammar question retrieval.,"['Lanting Fang', 'Lenan Wu', 'Hui Siu Cheung']",3,Inf. Process. Manag.,Unknown
Luu Anh Tuan,2018,Conference Paper,Cross Temporal Recurrent Networks for Ranking Question Answer Pairs.,"['Yi Tay', 'Hui Siu Cheung']",2,AAAI,B
Luu Anh Tuan,2018,Conference Paper,SkipFlow: Incorporating Neural Coherence Features for End-to-End Automatic Text Scoring.,"['Yi Tay', 'Minh C. Phan', 'Hui Siu Cheung']",3,AAAI,B
Luu Anh Tuan,2018,Conference Paper,Learning to Attend via Word-Aspect Associative Fusion for Aspect-Based Sentiment Analysis.,"['Yi Tay', 'Hui Siu Cheung']",2,AAAI,B
Luu Anh Tuan,2018,Conference Paper,Reasoning with Sarcasm by Reading In-Between.,"['Yi Tay', 'Jian Su', 'Hui Siu Cheung', 'Luu Anh Tuan']",4,ACL (1),Unknown
Luu Anh Tuan,2018,Conference Paper,"Compare, Compress and Propagate: Enhancing Neural Architectures with Alignment Factorization for Natural Language Inference.","['Yi Tay', 'Hui Siu Cheung', 'Luu Anh Tuan']",3,EMNLP,A*
Luu Anh Tuan,2018,Conference Paper,Multi-Granular Sequence Encoding via Dilated Compositional Units for Reading Comprehension.,"['Yi Tay', 'Hui Siu Cheung', 'Luu Anh Tuan']",3,EMNLP,A*
Luu Anh Tuan,2018,Conference Paper,Attentive Gated Lexicon Reader with Contrastive Contextual Co-Attention for Sentiment Classification.,"['Yi Tay', 'Jian Su', 'Hui Siu Cheung', 'Luu Anh Tuan']",4,EMNLP,A*
Luu Anh Tuan,2018,Conference Paper,Co-Stack Residual Affinity Networks with Multi-level Attention Refinement for Matching Text Sequences.,"['Yi Tay', 'Hui Siu Cheung', 'Luu Anh Tuan']",3,EMNLP,A*
Luu Anh Tuan,2018,Conference Paper,CoupleNet: Paying Attention to Couples with Coupled Attention for Relationship Recommendation.,"['Yi Tay', 'Hui Siu Cheung']",2,ICWSM,A
Luu Anh Tuan,2018,Conference Paper,Hermitian Co-Attention Networks for Text Matching in Asymmetrical Domains.,"['Yi Tay', 'Hui Siu Cheung', 'Luu Anh Tuan']",3,IJCAI,A*
Luu Anh Tuan,2018,Conference Paper,Multi-Cast Attention Networks.,"['Yi Tay', 'Hui Siu Cheung']",2,KDD,A*
Luu Anh Tuan,2018,Conference Paper,Multi-Pointer Co-Attention Networks for Recommendation.,"['Yi Tay', 'Hui Siu Cheung', 'Luu Anh Tuan']",3,KDD,A*
Luu Anh Tuan,2018,Conference Paper,Recurrently Controlled Recurrent Networks.,"['Yi Tay', 'Hui Siu Cheung', 'Luu Anh Tuan']",3,NeurIPS,A*
Luu Anh Tuan,2018,Conference Paper,Densely Connected Attention Propagation for Reading Comprehension.,"['Yi Tay', 'Jian Su', 'Hui Siu Cheung', 'Luu Anh Tuan']",4,NeurIPS,A*
Luu Anh Tuan,2018,Conference Paper,Hyperbolic Representation Learning for Fast and Efficient Neural Question Answering.,"['Yi Tay', 'Hui Siu Cheung']",2,WSDM,A
Luu Anh Tuan,2018,Conference Paper,Latent Relational Metric Learning via Memory-based Attention for Collaborative Ranking.,"['Yi Tay', 'Hui Siu Cheung']",2,WWW,A*
Luu Anh Tuan,2018,Informal Publication,A Compare-Propagate Architecture with Alignment Factorization for Natural Language Inference.,"['Yi Tay', 'Hui Siu Cheung']",2,CoRR,Unknown
Luu Anh Tuan,2018,Informal Publication,Multi-Pointer Co-Attention Networks for Recommendation.,"['Yi Tay', 'Hui Siu Cheung']",2,CoRR,Unknown
Luu Anh Tuan,2018,Informal Publication,Multi-range Reasoning for Machine Comprehension.,"['Yi Tay', 'Hui Siu Cheung']",2,CoRR,Unknown
Luu Anh Tuan,2018,Informal Publication,Reasoning with Sarcasm by Reading In-between.,"['Yi Tay', 'Jian Su', 'Hui Siu Cheung']",3,CoRR,Unknown
Luu Anh Tuan,2018,Informal Publication,CoupleNet: Paying Attention to Couples with Coupled Attention for Relationship Recommendation.,"['Yi Tay', 'Hui Siu Cheung', 'Luu Anh Tuan']",3,CoRR,Unknown
Luu Anh Tuan,2018,Informal Publication,Multi-Cast Attention Networks for Retrieval-based Question Answering and Response Prediction.,"['Yi Tay', 'Hui Siu Cheung']",2,CoRR,Unknown
Luu Anh Tuan,2018,Informal Publication,Co-Stack Residual Affinity Networks with Multi-level Attention Refinement for Matching Text Sequences.,"['Yi Tay', 'Hui Siu Cheung']",2,CoRR,Unknown
Luu Anh Tuan,2018,Informal Publication,Densely Connected Attention Propagation for Reading Comprehension.,"['Yi Tay', 'Jian Su', 'Hui Siu Cheung']",3,CoRR,Unknown
Luu Anh Tuan,2018,Informal Publication,Holistic Multi-modal Memory Network for Movie Question Answering.,"['Anran Wang', 'Chuan-Sheng Foo', 'Hongyuan Zhu', 'Yi Tay', 'Vijay Chandrasekhar', 'Luu Anh Tuan']",6,CoRR,Unknown
Luu Anh Tuan,2018,Informal Publication,Recurrently Controlled Recurrent Networks.,"['Yi Tay', 'Hui Siu Cheung']",2,CoRR,Unknown
Luu Anh Tuan,2017,Book,Automatic taxonomy construction from textual documents.,['Luu Anh Tuan'],1,UNK,Unknown
Luu Anh Tuan,2017,Conference Paper,Non-Parametric Estimation of Multiple Embeddings for Link Prediction on Dynamic Knowledge Graphs.,"['Yi Tay', 'Hui Siu Cheung', 'Luu Anh Tuan']",3,AAAI,B
Luu Anh Tuan,2017,Conference Paper,Dyadic Memory Networks for Aspect-based Sentiment Analysis.,"['Yi Tay', 'Hui Siu Cheung']",2,CIKM,A
Luu Anh Tuan,2017,Conference Paper,Multi-Task Neural Network for Non-discrete Attribute Prediction in Knowledge Graphs.,"['Yi Tay', 'Minh C. Phan', 'Hui Siu Cheung']",3,CIKM,A
Luu Anh Tuan,2017,Conference Paper,A Syntactic Parse-Key Tree-Based Approach for English Grammar Question Retrieval.,"['Lanting Fang', 'Lenan Wu', 'Hui Siu Cheung', 'Luu Anh Tuan']",4,NLDB,C
Luu Anh Tuan,2017,Conference Paper,Learning to Rank Question Answer Pairs with Holographic Dual LSTM Architecture.,"['Yi Tay', 'Minh C. Phan', 'Hui Siu Cheung', 'Luu Anh Tuan']",4,SIGIR,A*
Luu Anh Tuan,2017,Conference Paper,Random Semantic Tensor Ensemble for Scalable Knowledge Graph Link Prediction.,"['Yi Tay', 'Falk Brauer', 'Hui Siu Cheung', 'Luu Anh Tuan']",4,WSDM,A
Luu Anh Tuan,2017,Informal Publication,"Truly Multi-modal YouTube-8M Video Classification with Video, Audio, and Text.","['Zhe Wang', 'Kingsley Kuan', 'Mathieu Ravaut', 'Gaurav Manek', 'Sibo Song', 'Fang Yuan', 'Kim Seokhwan', 'Nancy F. Chen', ""Luis Fernando D'Haro"", 'Hongyuan Zhu', 'Zeng Zeng', 'Ngai-Man Cheung', 'Georgios Piliouras', 'Jie Lin', 'Vijay Chandrasekhar', 'Luu Anh Tuan']",16,CoRR,Unknown
Luu Anh Tuan,2017,Informal Publication,Translational Recommender Networks.,"['Yi Tay', 'Hui Siu Cheung', 'Luu Anh Tuan']",3,CoRR,Unknown
Luu Anh Tuan,2017,Informal Publication,Learning to Rank Question Answer Pairs with Holographic Dual LSTM Architecture.,"['Yi Tay', 'Cong-Minh Phan', 'Hui Siu Cheung', 'Luu Anh Tuan']",4,CoRR,Unknown
Luu Anh Tuan,2017,Informal Publication,Enabling Efficient Question Answer Retrieval via Hyperbolic Neural Networks.,"['Yi Tay', 'Hui Siu Cheung', 'Luu Anh Tuan']",3,CoRR,Unknown
Luu Anh Tuan,2017,Informal Publication,Multi-task Neural Network for Non-discrete Attribute Prediction in Knowledge Graphs.,"['Yi Tay', 'Minh C. Phan', 'Hui Siu Cheung', 'Luu Anh Tuan']",4,CoRR,Unknown
Luu Anh Tuan,2017,Informal Publication,SkipFlow: Incorporating Neural Coherence Features for End-to-End Automatic Text Scoring.,"['Yi Tay', 'Minh C. Phan', 'Hui Siu Cheung']",3,CoRR,Unknown
Luu Anh Tuan,2017,Informal Publication,Cross Temporal Recurrent Networks for Ranking Question Answer Pairs.,"['Yi Tay', 'Hui Siu Cheung']",2,CoRR,Unknown
Luu Anh Tuan,2017,Informal Publication,Learning to Attend via Word-Aspect Associative Fusion for Aspect-based Sentiment Analysis.,"['Yi Tay', 'Hui Siu Cheung', 'Luu Anh Tuan']",3,CoRR,Unknown
Luu Anh Tuan,2016,Journal Article,Utilizing Temporal Information for Taxonomy Construction.,"['See-Kiong Ng', 'Hui Siu Cheung', 'Luu Anh Tuan']",3,Trans. Assoc. Comput. Linguistics,Unknown
Luu Anh Tuan,2016,Conference Paper,Learning Term Embeddings for Taxonomic Relation Identification Using Dynamic Weighting Neural Network.,"['Yi Tay', 'See-Kiong Ng', 'Hui Siu Cheung', 'Luu Anh Tuan']",4,EMNLP,A*
Luu Anh Tuan,2015,Conference Paper,Incorporating Trustiness and Collective Synonym/Contrastive Evidence into Taxonomy Construction.,"['Jung-Jae Kim', 'See-Kiong Ng', 'Luu Anh Tuan']",3,EMNLP,A*
Luu Anh Tuan,2014,Journal Article,Overview of the gene ontology task at BioCreative IV.,"['Yuqing Mao', 'Kimberly Van Auken', 'Donghui Li', 'Cecilia N. Arighi', 'Peter McQuilton', 'G. Thomas Hayman', 'Susan Tweedie', 'Mary L. Schaeffer', 'Stanley J. F. Laulederkind', 'Shur-Jen Wang', 'Julien Gobeill', 'Patrick Ruch', 'Jung-Jae Kim', 'Jung-Hsien Chiang', 'Yu-De Chen', 'Chia-Jung Yang', 'Hongfang Liu', 'Dongqing Zhu', 'Yanpeng Li', 'Hong Yu', 'Ehsan Emadzadeh', 'Graciela Gonzalez', 'Jian-Ming Chen', 'Hong-Jie Dai', 'Zhiyong Lu', 'Luu Anh Tuan']",26,Database J. Biol. Databases Curation,Unknown
